frame,dt,speedKmh,throttleRaw,throttleSmoothed,vehicleSpeedFeedbackKmh,engineRpmFeedback,currentGear,targetGear,requestsShift,lastShiftDirection,timeSinceLastShiftS,kickdownActive,throttleDeltaHistory,engineRpm,upshiftSpeed,downshiftSpeed,twinState,clutchPressure
753,0.016000,92.536,1.0000,1.0000,92.536,2650.7,3,3,0,1,2.4960,1,0.0000,5088.6,140.000,89.250,3,1.0000
754,0.016000,92.634,1.0000,1.0000,92.634,2652.7,3,3,0,1,2.5120,1,0.0000,5094.0,140.000,89.250,3,1.0000
755,0.016000,92.732,1.0000,1.0000,92.732,2654.6,3,3,0,1,2.5280,1,0.0000,5099.4,140.000,89.250,3,1.0000
756,0.016000,92.829,1.0000,1.0000,92.829,2656.6,3,3,0,1,2.5440,1,0.0000,5104.7,140.000,89.250,3,1.0000
757,0.016000,92.927,1.0000,1.0000,92.927,2658.5,3,3,0,1,2.5600,1,0.0000,5110.1,140.000,89.250,3,1.0000
758,0.016000,93.025,1.0000,1.0000,93.025,2660.5,3,3,0,1,2.5760,1,0.0000,5115.5,140.000,89.250,3,1.0000
759,0.016000,93.122,1.0000,1.0000,93.122,2662.4,3,3,0,1,2.5920,1,0.0000,5120.8,140.000,89.250,3,1.0000
760,0.016000,93.220,1.0000,1.0000,93.220,2664.4,3,3,0,1,2.6080,1,0.0000,5126.2,140.000,89.250,3,1.0000
761,0.016000,93.317,1.0000,1.0000,93.317,2666.3,3,3,0,1,2.6240,1,0.0000,5131.6,140.000,89.250,3,1.0000
762,0.016000,93.415,1.0000,1.0000,93.415,2668.3,3,3,0,1,2.6400,1,0.0000,5136.9,140.000,89.250,3,1.0000
763,0.016000,93.512,1.0000,1.0000,93.512,2670.2,3,3,0,1,2.6560,1,0.0000,5142.3,140.000,89.250,3,1.0000
764,0.016000,93.609,1.0000,1.0000,93.609,2672.2,3,3,0,1,2.6720,1,0.0000,5147.6,140.000,89.250,3,1.0000
765,0.016000,93.707,1.0000,1.0000,93.707,2674.1,3,3,0,1,2.6880,1,0.0000,5153.0,140.000,89.250,3,1.0000
766,0.016000,93.804,1.0000,1.0000,93.804,2676.1,3,3,0,1,2.7040,1,0.0000,5158.3,140.000,89.250,3,1.0000
767,0.016000,93.901,1.0000,1.0000,93.901,2678.0,3,3,0,1,2.7200,1,0.0000,5163.7,140.000,89.250,3,1.0000
768,0.016000,93.998,1.0000,1.0000,93.998,2680.0,3,3,0,1,2.7360,1,0.0000,5169.0,140.000,89.250,3,1.0000
769,0.016000,94.095,1.0000,1.0000,94.095,2681.9,3,3,0,1,2.7520,1,0.0000,5174.3,140.000,89.250,3,1.0000
770,0.016000,94.192,1.0000,1.0000,94.192,2683.8,3,3,0,1,2.7680,1,0.0000,5179.7,140.000,89.250,3,1.0000
771,0.016000,94.289,1.0000,1.0000,94.289,2685.8,3,3,0,1,2.7840,1,0.0000,5185.0,140.000,89.250,3,1.0000
772,0.016000,94.386,1.0000,1.0000,94.386,2687.7,3,3,0,1,2.8000,1,0.0000,5190.3,140.000,89.250,3,1.0000
773,0.016000,94.482,1.0000,1.0000,94.482,2689.6,3,3,0,1,2.8160,1,0.0000,5195.6,140.000,89.250,3,1.0000
774,0.016000,94.579,1.0000,1.0000,94.579,2691.6,3,3,0,1,2.8320,1,0.0000,5201.0,140.000,89.250,3,1.0000
775,0.016000,94.676,1.0000,1.0000,94.676,2693.5,3,3,0,1,2.8480,1,0.0000,5206.3,140.000,89.250,3,1.0000
776,0.016000,94.773,1.0000,1.0000,94.773,2695.5,3,3,0,1,2.8640,1,0.0000,5211.6,140.000,89.250,3,1.0000
777,0.016000,94.869,1.0000,1.0000,94.869,2697.4,3,3,0,1,2.8800,1,0.0000,5216.9,140.000,89.250,3,1.0000
778,0.016000,94.966,1.0000,1.0000,94.966,2699.3,3,3,0,1,2.8960,1,0.0000,5222.2,140.000,89.250,3,1.0000
779,0.016000,95.062,1.0000,1.0000,95.062,2701.2,3,3,0,1,2.9120,1,0.0000,5227.5,140.000,89.250,3,1.0000
780,0.016000,95.159,1.0000,1.0000,95.159,2703.2,3,3,0,1,2.9280,1,0.0000,5232.8,140.000,89.250,3,1.0000
781,0.016000,95.255,1.0000,1.0000,95.255,2705.1,3,3,0,1,2.9440,1,0.0000,5238.1,140.000,89.250,3,1.0000
782,0.016000,95.351,1.0000,1.0000,95.351,2707.0,3,3,0,1,2.9600,1,0.0000,5243.4,140.000,89.250,3,1.0000
783,0.016000,95.448,1.0000,1.0000,95.448,2709.0,3,3,0,1,2.9760,1,0.0000,5248.7,140.000,89.250,3,1.0000
784,0.016000,95.544,1.0000,1.0000,95.544,2710.9,3,3,0,1,2.9920,1,0.0000,5254.0,140.000,89.250,3,1.0000
785,0.016000,95.640,1.0000,1.0000,95.640,2712.8,3,3,0,1,3.0080,1,0.0000,5259.3,140.000,89.250,3,1.0000
786,0.016000,95.736,1.0000,1.0000,95.736,2714.7,3,3,0,1,3.0240,1,0.0000,5264.6,140.000,89.250,3,1.0000
787,0.016000,95.832,1.0000,1.0000,95.832,2716.6,3,3,0,1,3.0400,1,0.0000,5269.9,140.000,89.250,3,1.0000
788,0.016000,95.928,1.0000,1.0000,95.928,2718.6,3,3,0,1,3.0560,1,0.0000,5275.1,140.000,89.250,3,1.0000
789,0.016000,96.024,1.0000,1.0000,96.024,2720.5,3,3,0,1,3.0720,1,0.0000,5280.4,140.000,89.250,3,1.0000
790,0.016000,96.120,1.0000,1.0000,96.120,2722.4,3,3,0,1,3.0880,1,0.0000,5285.7,140.000,89.250,3,1.0000
791,0.016000,96.216,1.0000,1.0000,96.216,2724.3,3,3,0,1,3.1040,1,0.0000,5290.9,140.000,89.250,3,1.0000
792,0.016000,96.311,1.0000,1.0000,96.311,2726.2,3,3,0,1,3.1200,1,0.0000,5296.2,140.000,89.250,3,1.0000
793,0.016000,96.407,1.0000,1.0000,96.407,2728.1,3,3,0,1,3.1360,1,0.0000,5301.5,140.000,89.250,3,1.0000
794,0.016000,96.503,1.0000,1.0000,96.503,2730.1,3,3,0,1,3.1520,1,0.0000,5306.7,140.000,89.250,3,1.0000
795,0.016000,96.598,1.0000,1.0000,96.598,2732.0,3,3,0,1,3.1680,1,0.0000,5312.0,140.000,89.250,3,1.0000
796,0.016000,96.694,1.0000,1.0000,96.694,2733.9,3,3,0,1,3.1840,1,0.0000,5317.2,140.000,89.250,3,1.0000
797,0.016000,96.789,1.0000,1.0000,96.789,2735.8,3,3,0,1,3.2000,1,0.0000,5322.5,140.000,89.250,3,1.0000
798,0.016000,96.885,1.0000,1.0000,96.885,2737.7,3,3,0,1,3.2160,1,0.0000,5327.7,140.000,89.250,3,1.0000
799,0.016000,96.980,1.0000,1.0000,96.980,2739.6,3,3,0,1,3.2320,1,0.0000,5333.0,140.000,89.250,3,1.0000
800,0.016000,97.076,1.0000,1.0000,97.076,2741.5,3,3,0,1,3.2480,1,0.0000,5338.2,140.000,89.250,3,1.0000
801,0.016000,97.171,1.0000,1.0000,97.171,2743.4,3,3,0,1,3.2640,1,0.0000,5343.5,140.000,89.250,3,1.0000
802,0.016000,97.266,1.0000,1.0000,97.266,2745.3,3,3,0,1,3.2800,1,0.0000,5348.7,140.000,89.250,3,1.0000
803,0.016000,97.361,1.0000,1.0000,97.361,2747.2,3,3,0,1,3.2960,1,0.0000,5353.9,140.000,89.250,3,1.0000
804,0.016000,97.456,1.0000,1.0000,97.456,2749.1,3,3,0,1,3.3120,1,0.0000,5359.2,140.000,89.250,3,1.0000
805,0.016000,97.551,1.0000,1.0000,97.551,2751.0,3,3,0,1,3.3280,1,0.0000,5364.4,140.000,89.250,3,1.0000
806,0.016000,97.646,1.0000,1.0000,97.646,2752.9,3,3,0,1,3.3440,1,0.0000,5369.6,140.000,89.250,3,1.0000
807,0.016000,97.741,1.0000,1.0000,97.741,2754.8,3,3,0,1,3.3600,1,0.0000,5374.8,140.000,89.250,3,1.0000
808,0.016000,97.836,1.0000,1.0000,97.836,2756.7,3,3,0,1,3.3760,1,0.0000,5380.1,140.000,89.250,3,1.0000
809,0.016000,97.931,1.0000,1.0000,97.931,2758.6,3,3,0,1,3.3920,1,0.0000,5385.3,140.000,89.250,3,1.0000
810,0.016000,98.026,1.0000,1.0000,98.026,2760.5,3,3,0,1,3.4080,1,0.0000,5390.5,140.000,89.250,3,1.0000
811,0.016000,98.121,1.0000,1.0000,98.121,2762.4,3,3,0,1,3.4240,1,0.0000,5395.7,140.000,89.250,3,1.0000
812,0.016000,98.215,1.0000,1.0000,98.215,2764.3,3,3,0,1,3.4400,1,0.0000,5400.9,140.000,89.250,3,1.0000
813,0.016000,98.310,1.0000,1.0000,98.310,2766.2,3,3,0,1,3.4560,1,0.0000,5406.1,140.000,89.250,3,1.0000
814,0.016000,98.404,1.0000,1.0000,98.404,2768.1,3,3,0,1,3.4720,1,0.0000,5411.3,140.000,89.250,3,1.0000
815,0.016000,98.499,1.0000,1.0000,98.499,2770.0,3,3,0,1,3.4880,1,0.0000,5416.5,140.000,89.250,3,1.0000
816,0.016000,98.593,1.0000,1.0000,98.593,2771.9,3,3,0,1,3.5040,1,0.0000,5421.7,140.000,89.250,3,1.0000
817,0.016000,98.688,1.0000,1.0000,98.688,2773.8,3,3,0,1,3.5200,1,0.0000,5426.9,140.000,89.250,3,1.0000
818,0.016000,98.782,1.0000,1.0000,98.782,2775.6,3,3,0,1,3.5360,1,0.0000,5432.1,140.000,89.250,3,1.0000
819,0.016000,98.876,1.0000,1.0000,98.876,2777.5,3,3,0,1,3.5520,1,0.0000,5437.3,140.000,89.250,3,1.0000
820,0.016000,98.971,1.0000,1.0000,98.971,2779.4,3,3,0,1,3.5680,1,0.0000,5442.5,140.000,89.250,3,1.0000
821,0.016000,99.065,1.0000,1.0000,99.065,2781.3,3,3,0,1,3.5840,1,0.0000,5447.6,140.000,89.250,3,1.0000
822,0.016000,99.159,1.0000,1.0000,99.159,2783.2,3,3,0,1,3.6000,1,0.0000,5452.8,140.000,89.250,3,1.0000
823,0.016000,99.253,1.0000,1.0000,99.253,2785.1,3,3,0,1,3.6160,1,0.0000,5458.0,140.000,89.250,3,1.0000
824,0.016000,99.347,1.0000,1.0000,99.347,2786.9,3,3,0,1,3.6320,1,0.0000,5463.1,140.000,89.250,3,1.0000
825,0.016000,99.441,1.0000,1.0000,99.441,2788.8,3,3,0,1,3.6480,1,0.0000,5468.3,140.000,89.250,3,1.0000
826,0.016000,99.535,1.0000,1.0000,99.535,2790.7,3,3,0,1,3.6640,1,0.0000,5473.5,140.000,89.250,3,1.0000
827,0.016000,99.629,1.0000,1.0000,99.629,2792.6,3,3,0,1,3.6800,1,0.0000,5478.6,140.000,89.250,3,1.0000
828,0.016000,99.723,1.0000,1.0000,99.723,2794.5,3,3,0,1,3.6960,1,0.0000,5483.8,140.000,89.250,3,1.0000
829,0.016000,99.816,1.0000,1.0000,99.816,2796.3,3,3,0,1,3.7120,1,0.0000,5489.0,140.000,89.250,3,1.0000
830,0.016000,99.910,1.0000,1.0000,99.910,2798.2,3,3,0,1,3.7280,1,0.0000,5494.1,140.000,89.250,3,1.0000
831,0.016000,100.004,1.0000,1.0000,100.004,2800.1,3,3,0,1,3.7440,1,0.0000,5499.3,140.000,89.250,3,1.0000
832,0.016000,100.097,1.0000,1.0000,100.097,2801.9,3,3,0,1,3.7600,1,0.0000,5504.4,140.000,89.250,3,1.0000
833,0.016000,100.191,1.0000,1.0000,100.191,2803.8,3,3,0,1,3.7760,1,0.0000,5509.5,140.000,89.250,3,1.0000
834,0.016000,100.284,1.0000,1.0000,100.284,2805.7,3,3,0,1,3.7920,1,0.0000,5514.7,140.000,89.250,3,1.0000
835,0.016000,100.378,1.0000,1.0000,100.378,2807.6,3,3,0,1,3.8080,1,0.0000,5519.8,140.000,89.250,3,1.0000
836,0.016000,100.471,1.0000,1.0000,100.471,2809.4,3,3,0,1,3.8240,1,0.0000,5524.9,140.000,89.250,3,1.0000
837,0.016000,100.564,1.0000,1.0000,100.564,2811.3,3,3,0,1,3.8400,1,0.0000,5530.1,140.000,89.250,3,1.0000
838,0.016000,100.657,1.0000,1.0000,100.657,2813.1,3,3,0,1,3.8560,1,0.0000,5535.2,140.000,89.250,3,1.0000
839,0.016000,100.751,1.0000,1.0000,100.751,2815.0,3,3,0,1,3.8720,1,0.0000,5540.3,140.000,89.250,3,1.0000
840,0.016000,100.844,1.0000,1.0000,100.844,2816.9,3,3,0,1,3.8880,1,0.0000,5545.4,140.000,89.250,3,1.0000
841,0.016000,100.937,1.0000,1.0000,100.937,2818.7,3,3,0,1,3.9040,1,0.0000,5550.6,140.000,89.250,3,1.0000
842,0.016000,101.030,1.0000,1.0000,101.030,2820.6,3,3,0,1,3.9200,1,0.0000,5555.7,140.000,89.250,3,1.0000
843,0.016000,101.123,1.0000,1.0000,101.123,2822.5,3,3,0,1,3.9360,1,0.0000,5560.8,140.000,89.250,3,1.0000
844,0.016000,101.216,1.0000,1.0000,101.216,2824.3,3,3,0,1,3.9520,1,0.0000,5565.9,140.000,89.250,3,1.0000
845,0.016000,101.309,1.0000,1.0000,101.309,2826.2,3,3,0,1,3.9680,1,0.0000,5571.0,140.000,89.250,3,1.0000
846,0.016000,101.401,1.0000,1.0000,101.401,2828.0,3,3,0,1,3.9840,1,0.0000,5576.1,140.000,89.250,3,1.0000
847,0.016000,101.494,1.0000,1.0000,101.494,2829.9,3,3,0,1,4.0000,1,0.0000,5581.2,140.000,89.250,3,1.0000
848,0.016000,101.587,1.0000,1.0000,101.587,2831.7,3,3,0,1,4.0160,1,0.0000,5586.3,140.000,89.250,3,1.0000
849,0.016000,101.679,1.0000,1.0000,101.679,2833.6,3,3,0,1,4.0320,1,0.0000,5591.4,140.000,89.250,3,1.0000
850,0.016000,101.772,1.0000,1.0000,101.772,2835.4,3,3,0,1,4.0480,1,0.0000,5596.5,140.000,89.250,3,1.0000
851,0.016000,101.864,1.0000,1.0000,101.864,2837.3,3,3,0,1,4.0640,1,0.0000,5601.6,140.000,89.250,3,1.0000
852,0.016000,101.957,1.0000,1.0000,101.957,2839.1,3,3,0,1,4.0800,1,0.0000,5606.7,140.000,89.250,3,1.0000
853,0.016000,102.049,1.0000,1.0000,102.049,2841.0,3,3,0,1,4.0960,1,0.0000,5611.7,140.000,89.250,3,1.0000
854,0.016000,102.142,1.0000,1.0000,102.142,2842.8,3,3,0,1,4.1120,1,0.0000,5616.8,140.000,89.250,3,1.0000
855,0.016000,102.234,1.0000,1.0000,102.234,2844.7,3,3,0,1,4.1280,1,0.0000,5621.9,140.000,89.250,3,1.0000
856,0.016000,102.326,1.0000,1.0000,102.326,2846.5,3,3,0,1,4.1440,1,0.0000,5627.0,140.000,89.250,3,1.0000
857,0.016000,102.418,1.0000,1.0000,102.418,2848.4,3,3,0,1,4.1600,1,0.0000,5632.0,140.000,89.250,3,1.0000
858,0.016000,102.510,1.0000,1.0000,102.510,2850.2,3,3,0,1,4.1760,1,0.0000,5637.1,140.000,89.250,3,1.0000
859,0.016000,102.603,1.0000,1.0000,102.603,2852.1,3,3,0,1,4.1920,1,0.0000,5642.2,140.000,89.250,3,1.0000
860,0.016000,102.695,1.0000,1.0000,102.695,2853.9,3,3,0,1,4.2080,1,0.0000,5647.2,140.000,89.250,3,1.0000
861,0.016000,102.786,1.0000,1.0000,102.786,2855.7,3,3,0,1,4.2240,1,0.0000,5652.3,140.000,89.250,3,1.0000
862,0.016000,102.878,1.0000,1.0000,102.878,2857.6,3,3,0,1,4.2400,1,0.0000,5657.3,140.000,89.250,3,1.0000
863,0.016000,102.970,1.0000,1.0000,102.970,2859.4,3,3,0,1,4.2560,1,0.0000,5662.4,140.000,89.250,3,1.0000
864,0.016000,103.062,1.0000,1.0000,103.062,2861.2,3,3,0,1,4.2720,1,0.0000,5667.4,140.000,89.250,3,1.0000
865,0.016000,103.154,1.0000,1.0000,103.154,2863.1,3,3,0,1,4.2880,1,0.0000,5672.5,140.000,89.250,3,1.0000
866,0.016000,103.245,1.0000,1.0000,103.245,2864.9,3,3,0,1,4.3040,1,0.0000,5677.5,140.000,89.250,3,1.0000
867,0.016000,103.337,1.0000,1.0000,103.337,2866.7,3,3,0,1,4.3200,1,0.0000,5682.6,140.000,89.250,3,1.0000
868,0.016000,103.429,1.0000,1.0000,103.429,2868.6,3,3,0,1,4.3360,1,0.0000,5687.6,140.000,89.250,3,1.0000
869,0.016000,103.520,1.0000,1.0000,103.520,2870.4,3,3,0,1,4.3520,1,0.0000,5692.6,140.000,89.250,3,1.0000
870,0.016000,103.612,1.0000,1.0000,103.612,2872.2,3,3,0,1,4.3680,1,0.0000,5697.7,140.000,89.250,3,1.0000
871,0.016000,103.703,1.0000,1.0000,103.703,2874.1,3,3,0,1,4.3840,1,0.0000,5702.7,140.000,89.250,3,1.0000
872,0.016000,103.794,1.0000,1.0000,103.794,2875.9,3,3,0,1,4.4000,1,0.0000,5707.7,140.000,89.250,3,1.0000
873,0.016000,103.886,1.0000,1.0000,103.886,2877.7,3,3,0,1,4.4160,1,0.0000,5712.7,140.000,89.250,3,1.0000
874,0.016000,103.977,1.0000,1.0000,103.977,2879.5,3,3,0,1,4.4320,1,0.0000,5717.7,140.000,89.250,3,1.0000
875,0.016000,104.068,1.0000,1.0000,104.068,2881.4,3,3,0,1,4.4480,1,0.0000,5722.7,140.000,89.250,3,1.0000
876,0.016000,104.159,1.0000,1.0000,104.159,2883.2,3,3,0,1,4.4640,1,0.0000,5727.8,140.000,89.250,3,1.0000
877,0.016000,104.250,1.0000,1.0000,104.250,2885.0,3,3,0,1,4.4800,1,0.0000,5732.8,140.000,89.250,3,1.0000
878,0.016000,104.341,1.0000,1.0000,104.341,2886.8,3,3,0,1,4.4960,1,0.0000,5737.8,140.000,89.250,3,1.0000
879,0.016000,104.432,1.0000,1.0000,104.432,2888.6,3,3,0,1,4.5120,1,0.0000,5742.8,140.000,89.250,3,1.0000
880,0.016000,104.523,1.0000,1.0000,104.523,2890.5,3,3,0,1,4.5280,1,0.0000,5747.8,140.000,89.250,3,1.0000
881,0.016000,104.614,1.0000,1.0000,104.614,2892.3,3,3,0,1,4.5440,1,0.0000,5752.8,140.000,89.250,3,1.0000
882,0.016000,104.704,1.0000,1.0000,104.704,2894.1,3,3,0,1,4.5600,1,0.0000,5757.8,140.000,89.250,3,1.0000
883,0.016000,104.795,1.0000,1.0000,104.795,2895.9,3,3,0,1,4.5760,1,0.0000,5762.7,140.000,89.250,3,1.0000
884,0.016000,104.886,1.0000,1.0000,104.886,2897.7,3,3,0,1,4.5920,1,0.0000,5767.7,140.000,89.250,3,1.0000
885,0.016000,104.976,1.0000,1.0000,104.976,2899.5,3,3,0,1,4.6080,1,0.0000,5772.7,140.000,89.250,3,1.0000
886,0.016000,105.067,1.0000,1.0000,105.067,2901.3,3,3,0,1,4.6240,1,0.0000,5777.7,140.000,89.250,3,1.0000
887,0.016000,105.158,1.0000,1.0000,105.158,2903.2,3,3,0,1,4.6400,1,0.0000,5782.7,140.000,89.250,3,1.0000
888,0.016000,105.248,1.0000,1.0000,105.248,2905.0,3,3,0,1,4.6560,1,0.0000,5787.6,140.000,89.250,3,1.0000
889,0.016000,105.338,1.0000,1.0000,105.338,2906.8,3,3,0,1,4.6720,1,0.0000,5792.6,140.000,89.250,3,1.0000
890,0.016000,105.429,1.0000,1.0000,105.429,2908.6,3,3,0,1,4.6880,1,0.0000,5797.6,140.000,89.250,3,1.0000
891,0.016000,105.519,1.0000,1.0000,105.519,2910.4,3,3,0,1,4.7040,1,0.0000,5802.5,140.000,89.250,3,1.0000
892,0.016000,105.609,1.0000,1.0000,105.609,2912.2,3,3,0,1,4.7200,1,0.0000,5807.5,140.000,89.250,3,1.0000
893,0.016000,105.699,1.0000,1.0000,105.699,2914.0,3,3,0,1,4.7360,1,0.0000,5812.5,140.000,89.250,3,1.0000
894,0.016000,105.789,1.0000,1.0000,105.789,2915.8,3,3,0,1,4.7520,1,0.0000,5817.4,140.000,89.250,3,1.0000
895,0.016000,105.879,1.0000,1.0000,105.879,2917.6,3,3,0,1,4.7680,1,0.0000,5822.4,140.000,89.250,3,1.0000
896,0.016000,105.969,1.0000,1.0000,105.969,2919.4,3,3,0,1,4.7840,1,0.0000,5827.3,140.000,89.250,3,1.0000
897,0.016000,106.059,1.0000,1.0000,106.059,2921.2,3,3,0,1,4.8000,1,0.0000,5832.3,140.000,89.250,3,1.0000
898,0.016000,106.149,1.0000,1.0000,106.149,2923.0,3,3,0,1,4.8160,1,0.0000,5837.2,140.000,89.250,3,1.0000
899,0.016000,106.239,1.0000,1.0000,106.239,2924.8,3,3,0,1,4.8320,1,0.0000,5842.1,140.000,89.250,3,1.0000
900,0.016000,106.329,1.0000,1.0000,106.329,2926.6,3,3,0,1,4.8480,1,0.0000,5847.1,140.000,89.250,3,1.0000
901,0.016000,106.418,1.0000,1.0000,106.418,2928.4,3,3,0,1,4.8640,1,0.0000,5852.0,140.000,89.250,3,1.0000
902,0.016000,106.508,1.0000,1.0000,106.508,2930.2,3,3,0,1,4.8800,1,0.0000,5856.9,140.000,89.250,3,1.0000
903,0.016000,106.598,1.0000,1.0000,106.598,2932.0,3,3,0,1,4.8960,1,0.0000,5861.9,140.000,89.250,3,1.0000
904,0.016000,106.687,1.0000,1.0000,106.687,2933.7,3,3,0,1,4.9120,1,0.0000,5866.8,140.000,89.250,3,1.0000
905,0.016000,106.777,1.0000,1.0000,106.777,2935.5,3,3,0,1,4.9280,1,0.0000,5871.7,140.000,89.250,3,1.0000
906,0.016000,106.866,1.0000,1.0000,106.866,2937.3,3,3,0,1,4.9440,1,0.0000,5876.6,140.000,89.250,3,1.0000
907,0.016000,106.955,1.0000,1.0000,106.955,2939.1,3,3,0,1,4.9600,1,0.0000,5881.5,140.000,89.250,3,1.0000
908,0.016000,107.045,1.0000,1.0000,107.045,2940.9,3,3,0,1,4.9760,1,0.0000,5886.4,140.000,89.250,3,1.0000
909,0.016000,107.134,1.0000,1.0000,107.134,2942.7,3,3,0,1,4.9920,1,0.0000,5891.4,140.000,89.250,3,1.0000
910,0.016000,107.223,1.0000,1.0000,107.223,2944.5,3,3,0,1,5.0080,1,0.0000,5896.3,140.000,89.250,3,1.0000
911,0.016000,107.312,1.0000,1.0000,107.312,2946.2,3,3,0,1,5.0240,1,0.0000,5901.2,140.000,89.250,3,1.0000
912,0.016000,107.401,1.0000,1.0000,107.401,2948.0,3,3,0,1,5.0400,1,0.0000,5906.1,140.000,89.250,3,1.0000
913,0.016000,107.490,1.0000,1.0000,107.490,2949.8,3,3,0,1,5.0560,1,0.0000,5911.0,140.000,89.250,3,1.0000
914,0.016000,107.579,1.0000,1.0000,107.579,2951.6,3,3,0,1,5.0720,1,0.0000,5915.8,140.000,89.250,3,1.0000
915,0.016000,107.668,1.0000,1.0000,107.668,2953.4,3,3,0,1,5.0880,1,0.0000,5920.7,140.000,89.250,3,1.0000
916,0.016000,107.757,1.0000,1.0000,107.757,2955.1,3,3,0,1,5.1040,1,0.0000,5925.6,140.000,89.250,3,1.0000
917,0.016000,107.846,1.0000,1.0000,107.846,2956.9,3,3,0,1,5.1200,1,0.0000,5930.5,140.000,89.250,3,1.0000
918,0.016000,107.935,1.0000,1.0000,107.935,2958.7,3,3,0,1,5.1360,1,0.0000,5935.4,140.000,89.250,3,1.0000
919,0.016000,108.023,1.0000,1.0000,108.023,2960.5,3,3,0,1,5.1520,1,0.0000,5940.3,140.000,89.250,3,1.0000
920,0.016000,108.112,1.0000,1.0000,108.112,2962.2,3,3,0,1,5.1680,1,0.0000,5945.1,140.000,89.250,3,1.0000
921,0.016000,108.201,1.0000,1.0000,108.201,2964.0,3,3,0,1,5.1840,1,0.0000,5950.0,140.000,89.250,3,1.0000
922,0.016000,108.289,1.0000,1.0000,108.289,2965.8,3,3,0,1,5.2000,1,0.0000,5954.9,140.000,89.250,3,1.0000
923,0.016000,108.378,1.0000,1.0000,108.378,2967.6,3,3,0,1,5.2160,1,0.0000,5959.7,140.000,89.250,3,1.0000
924,0.016000,108.466,1.0000,1.0000,108.466,2969.3,3,3,0,1,5.2320,1,0.0000,5964.6,140.000,89.250,3,1.0000
925,0.016000,108.554,1.0000,1.0000,108.554,2971.1,3,3,0,1,5.2480,1,0.0000,5969.5,140.000,89.250,3,1.0000
926,0.016000,108.643,1.0000,1.0000,108.643,2972.9,3,3,0,1,5.2640,1,0.0000,5974.3,140.000,89.250,3,1.0000
927,0.016000,108.731,1.0000,1.0000,108.731,2974.6,3,3,0,1,5.2800,1,0.0000,5979.2,140.000,89.250,3,1.0000
928,0.016000,108.819,1.0000,1.0000,108.819,2976.4,3,3,0,1,5.2960,1,0.0000,5984.0,140.000,89.250,3,1.0000
929,0.016000,108.907,1.0000,1.0000,108.907,2978.1,3,3,0,1,5.3120,1,0.0000,5988.9,140.000,89.250,3,1.0000
930,0.016000,108.995,1.0000,1.0000,108.995,2979.9,3,3,0,1,5.3280,1,0.0000,5993.7,140.000,89.250,3,1.0000
931,0.016000,109.083,1.0000,1.0000,109.083,2981.7,3,3,0,1,5.3440,1,0.0000,5998.5,140.000,89.250,3,1.0000
932,0.016000,109.171,1.0000,1.0000,109.171,2983.4,3,3,0,1,5.3600,1,0.0000,6003.4,140.000,89.250,3,1.0000
933,0.016000,109.259,1.0000,1.0000,109.259,2985.2,3,3,0,1,5.3760,1,0.0000,6008.2,140.000,89.250,3,1.0000
934,0.016000,109.347,1.0000,1.0000,109.347,2986.9,3,3,0,1,5.3920,1,0.0000,6013.0,140.000,89.250,3,1.0000
935,0.016000,109.435,1.0000,1.0000,109.435,2988.7,3,3,0,1,5.4080,1,0.0000,6017.9,140.000,89.250,3,1.0000
936,0.016000,109.522,1.0000,1.0000,109.522,2990.4,3,3,0,1,5.4240,1,0.0000,6022.7,140.000,89.250,3,1.0000
937,0.016000,109.610,1.0000,1.0000,109.610,2992.2,3,3,0,1,5.4400,1,0.0000,6027.5,140.000,89.250,3,1.0000
938,0.016000,109.698,1.0000,1.0000,109.698,2994.0,3,3,0,1,5.4560,1,0.0000,6032.3,140.000,89.250,3,1.0000
939,0.016000,109.785,1.0000,1.0000,109.785,2995.7,3,3,0,1,5.4720,1,0.0000,6037.1,140.000,89.250,3,1.0000
940,0.016000,109.873,1.0000,1.0000,109.873,2997.5,3,3,0,1,5.4880,1,0.0000,6042.0,140.000,89.250,3,1.0000
941,0.016000,109.960,1.0000,1.0000,109.960,2999.2,3,3,0,1,5.5040,1,0.0000,6046.8,140.000,89.250,3,1.0000
942,0.016000,110.047,1.0000,1.0000,110.047,3000.9,3,3,0,1,5.5200,1,0.0000,6051.6,140.000,89.250,3,1.0000
943,0.016000,110.135,1.0000,1.0000,110.135,3002.7,3,3,0,1,5.5360,1,0.0000,6056.4,140.000,89.250,3,1.0000
944,0.016000,110.222,1.0000,1.0000,110.222,3004.4,3,3,0,1,5.5520,1,0.0000,6061.2,140.000,89.250,3,1.0000
945,0.016000,110.309,1.0000,1.0000,110.309,3006.2,3,3,0,1,5.5680,1,0.0000,6066.0,140.000,89.250,3,1.0000
946,0.016000,110.396,1.0000,1.0000,110.396,3007.9,3,3,0,1,5.5840,1,0.0000,6070.8,140.000,89.250,3,1.0000
947,0.016000,110.483,1.0000,1.0000,110.483,3009.7,3,3,0,1,5.6000,1,0.0000,6075.5,140.000,89.250,3,1.0000
948,0.016000,110.570,1.0000,1.0000,110.570,3011.4,3,3,0,1,5.6160,1,0.0000,6080.3,140.000,89.250,3,1.0000
949,0.016000,110.657,1.0000,1.0000,110.657,3013.1,3,3,0,1,5.6320,1,0.0000,6085.1,140.000,89.250,3,1.0000
