frame,dt,speedKmh,throttleRaw,throttleSmoothed,vehicleSpeedFeedbackKmh,engineRpmFeedback,currentGear,targetGear,requestsShift,lastShiftDirection,timeSinceLastShiftS,kickdownActive,throttleDeltaHistory,engineRpm,upshiftSpeed,downshiftSpeed,twinState,clutchPressure
2923,0.016000,193.428,1.0000,1.0000,193.428,4668.6,6,6,0,1,8.5600,1,0.0000,5050.7,265.000,187.000,3,1.0000
2924,0.016000,193.441,1.0000,1.0000,193.441,4668.8,6,6,0,1,8.5760,1,0.0000,5051.0,265.000,187.000,3,1.0000
2925,0.016000,193.453,1.0000,1.0000,193.453,4669.1,6,6,0,1,8.5920,1,0.0000,5051.3,265.000,187.000,3,1.0000
2926,0.016000,193.465,1.0000,1.0000,193.465,4669.3,6,6,0,1,8.6080,1,0.0000,5051.6,265.000,187.000,3,1.0000
2927,0.016000,193.478,1.0000,1.0000,193.478,4669.6,6,6,0,1,8.6240,1,0.0000,5052.0,265.000,187.000,3,1.0000
2928,0.016000,193.490,1.0000,1.0000,193.490,4669.8,6,6,0,1,8.6400,1,0.0000,5052.3,265.000,187.000,3,1.0000
2929,0.016000,193.502,1.0000,1.0000,193.502,4670.0,6,6,0,1,8.6560,1,0.0000,5052.6,265.000,187.000,3,1.0000
2930,0.016000,193.514,1.0000,1.0000,193.514,4670.3,6,6,0,1,8.6720,1,0.0000,5052.9,265.000,187.000,3,1.0000
2931,0.016000,193.527,1.0000,1.0000,193.527,4670.5,6,6,0,1,8.6880,1,0.0000,5053.2,265.000,187.000,3,1.0000
2932,0.016000,193.539,1.0000,1.0000,193.539,4670.8,6,6,0,1,8.7040,1,0.0000,5053.6,265.000,187.000,3,1.0000
2933,0.016000,193.551,1.0000,1.0000,193.551,4671.0,6,6,0,1,8.7200,1,0.0000,5053.9,265.000,187.000,3,1.0000
2934,0.016000,193.563,1.0000,1.0000,193.563,4671.3,6,6,0,1,8.7360,1,0.0000,5054.2,265.000,187.000,3,1.0000
2935,0.016000,193.575,1.0000,1.0000,193.575,4671.5,6,6,0,1,8.7520,1,0.0000,5054.5,265.000,187.000,3,1.0000
2936,0.016000,193.588,1.0000,1.0000,193.588,4671.8,6,6,0,1,8.7680,1,0.0000,5054.8,265.000,187.000,3,1.0000
2937,0.016000,193.600,1.0000,1.0000,193.600,4672.0,6,6,0,1,8.7840,1,0.0000,5055.2,265.000,187.000,3,1.0000
2938,0.016000,193.612,1.0000,1.0000,193.612,4672.2,6,6,0,1,8.8000,1,0.0000,5055.5,265.000,187.000,3,1.0000
2939,0.016000,193.624,1.0000,1.0000,193.624,4672.5,6,6,0,1,8.8160,1,0.0000,5055.8,265.000,187.000,3,1.0000
2940,0.016000,193.636,1.0000,1.0000,193.636,4672.7,6,6,0,1,8.8320,1,0.0000,5056.1,265.000,187.000,3,1.0000
2941,0.016000,193.648,1.0000,1.0000,193.648,4673.0,6,6,0,1,8.8480,1,0.0000,5056.4,265.000,187.000,3,1.0000
2942,0.016000,193.660,1.0000,1.0000,193.660,4673.2,6,6,0,1,8.8640,1,0.0000,5056.7,265.000,187.000,3,1.0000
2943,0.016000,193.672,1.0000,1.0000,193.672,4673.4,6,6,0,1,8.8800,1,0.0000,5057.1,265.000,187.000,3,1.0000
2944,0.016000,193.685,1.0000,1.0000,193.685,4673.7,6,6,0,1,8.8960,1,0.0000,5057.4,265.000,187.000,3,1.0000
2945,0.016000,193.697,1.0000,1.0000,193.697,4673.9,6,6,0,1,8.9120,1,0.0000,5057.7,265.000,187.000,3,1.0000
2946,0.016000,193.709,1.0000,1.0000,193.709,4674.2,6,6,0,1,8.9280,1,0.0000,5058.0,265.000,187.000,3,1.0000
2947,0.016000,193.721,1.0000,1.0000,193.721,4674.4,6,6,0,1,8.9440,1,0.0000,5058.3,265.000,187.000,3,1.0000
2948,0.016000,193.733,1.0000,1.0000,193.733,4674.7,6,6,0,1,8.9600,1,0.0000,5058.6,265.000,187.000,3,1.0000
2949,0.016000,193.745,1.0000,1.0000,193.745,4674.9,6,6,0,1,8.9760,1,0.0000,5058.9,265.000,187.000,3,1.0000
2950,0.016000,193.757,1.0000,1.0000,193.757,4675.1,6,6,0,1,8.9920,1,0.0000,5059.2,265.000,187.000,3,1.0000
2951,0.016000,193.769,1.0000,1.0000,193.769,4675.4,6,6,0,1,9.0080,1,0.0000,5059.6,265.000,187.000,3,1.0000
2952,0.016000,193.781,1.0000,1.0000,193.781,4675.6,6,6,0,1,9.0240,1,0.0000,5059.9,265.000,187.000,3,1.0000
2953,0.016000,193.792,1.0000,1.0000,193.792,4675.8,6,6,0,1,9.0400,1,0.0000,5060.2,265.000,187.000,3,1.0000
2954,0.016000,193.804,1.0000,1.0000,193.804,4676.1,6,6,0,1,9.0560,1,0.0000,5060.5,265.000,187.000,3,1.0000
2955,0.016000,193.816,1.0000,1.0000,193.816,4676.3,6,6,0,1,9.0720,1,0.0000,5060.8,265.000,187.000,3,1.0000
2956,0.016000,193.828,1.0000,1.0000,193.828,4676.6,6,6,0,1,9.0880,1,0.0000,5061.1,265.000,187.000,3,1.0000
2957,0.016000,193.840,1.0000,1.0000,193.840,4676.8,6,6,0,1,9.1040,1,0.0000,5061.4,265.000,187.000,3,1.0000
2958,0.016000,193.852,1.0000,1.0000,193.852,4677.0,6,6,0,1,9.1200,1,0.0000,5061.7,265.000,187.000,3,1.0000
2959,0.016000,193.864,1.0000,1.0000,193.864,4677.3,6,6,0,1,9.1360,1,0.0000,5062.0,265.000,187.000,3,1.0000
2960,0.016000,193.876,1.0000,1.0000,193.876,4677.5,6,6,0,1,9.1520,1,0.0000,5062.4,265.000,187.000,3,1.0000
2961,0.016000,193.887,1.0000,1.0000,193.887,4677.7,6,6,0,1,9.1680,1,0.0000,5062.7,265.000,187.000,3,1.0000
2962,0.016000,193.899,1.0000,1.0000,193.899,4678.0,6,6,0,1,9.1840,1,0.0000,5063.0,265.000,187.000,3,1.0000
2963,0.016000,193.911,1.0000,1.0000,193.911,4678.2,6,6,0,1,9.2000,1,0.0000,5063.3,265.000,187.000,3,1.0000
2964,0.016000,193.923,1.0000,1.0000,193.923,4678.5,6,6,0,1,9.2160,1,0.0000,5063.6,265.000,187.000,3,1.0000
2965,0.016000,193.935,1.0000,1.0000,193.935,4678.7,6,6,0,1,9.2320,1,0.0000,5063.9,265.000,187.000,3,1.0000
2966,0.016000,193.946,1.0000,1.0000,193.946,4678.9,6,6,0,1,9.2480,1,0.0000,5064.2,265.000,187.000,3,1.0000
2967,0.016000,193.958,1.0000,1.0000,193.958,4679.2,6,6,0,1,9.2640,1,0.0000,5064.5,265.000,187.000,3,1.0000
2968,0.016000,193.970,1.0000,1.0000,193.970,4679.4,6,6,0,1,9.2800,1,0.0000,5064.8,265.000,187.000,3,1.0000
2969,0.016000,193.982,1.0000,1.0000,193.982,4679.6,6,6,0,1,9.2960,1,0.0000,5065.1,265.000,187.000,3,1.0000
2970,0.016000,193.993,1.0000,1.0000,193.993,4679.9,6,6,0,1,9.3120,1,0.0000,5065.4,265.000,187.000,3,1.0000
2971,0.016000,194.005,1.0000,1.0000,194.005,4680.1,6,6,0,1,9.3280,1,0.0000,5065.7,265.000,187.000,3,1.0000
2972,0.016000,194.017,1.0000,1.0000,194.017,4680.3,6,6,0,1,9.3440,1,0.0000,5066.0,265.000,187.000,3,1.0000
2973,0.016000,194.028,1.0000,1.0000,194.028,4680.6,6,6,0,1,9.3600,1,0.0000,5066.3,265.000,187.000,3,1.0000
2974,0.016000,194.040,1.0000,1.0000,194.040,4680.8,6,6,0,1,9.3760,1,0.0000,5066.6,265.000,187.000,3,1.0000
2975,0.016000,194.052,1.0000,1.0000,194.052,4681.0,6,6,0,1,9.3920,1,0.0000,5067.0,265.000,187.000,3,1.0000
2976,0.016000,194.063,1.0000,1.0000,194.063,4681.3,6,6,0,1,9.4080,1,0.0000,5067.3,265.000,187.000,3,1.0000
2977,0.016000,194.075,1.0000,1.0000,194.075,4681.5,6,6,0,1,9.4240,1,0.0000,5067.6,265.000,187.000,3,1.0000
2978,0.016000,194.086,1.0000,1.0000,194.086,4681.7,6,6,0,1,9.4400,1,0.0000,5067.9,265.000,187.000,3,1.0000
2979,0.016000,194.098,1.0000,1.0000,194.098,4682.0,6,6,0,1,9.4560,1,0.0000,5068.2,265.000,187.000,3,1.0000
2980,0.016000,194.110,1.0000,1.0000,194.110,4682.2,6,6,0,1,9.4720,1,0.0000,5068.5,265.000,187.000,3,1.0000
2981,0.016000,194.121,1.0000,1.0000,194.121,4682.4,6,6,0,1,9.4880,1,0.0000,5068.8,265.000,187.000,3,1.0000
2982,0.016000,194.133,1.0000,1.0000,194.133,4682.7,6,6,0,1,9.5040,1,0.0000,5069.1,265.000,187.000,3,1.0000
2983,0.016000,194.144,1.0000,1.0000,194.144,4682.9,6,6,0,1,9.5200,1,0.0000,5069.4,265.000,187.000,3,1.0000
2984,0.016000,194.156,1.0000,1.0000,194.156,4683.1,6,6,0,1,9.5360,1,0.0000,5069.7,265.000,187.000,3,1.0000
2985,0.016000,194.167,1.0000,1.0000,194.167,4683.3,6,6,0,1,9.5520,1,0.0000,5070.0,265.000,187.000,3,1.0000
2986,0.016000,194.179,1.0000,1.0000,194.179,4683.6,6,6,0,1,9.5680,1,0.0000,5070.3,265.000,187.000,3,1.0000
2987,0.016000,194.190,1.0000,1.0000,194.190,4683.8,6,6,0,1,9.5840,1,0.0000,5070.6,265.000,187.000,3,1.0000
2988,0.016000,194.202,1.0000,1.0000,194.202,4684.0,6,6,0,1,9.6000,1,0.0000,5070.9,265.000,187.000,3,1.0000
2989,0.016000,194.213,1.0000,1.0000,194.213,4684.3,6,6,0,1,9.6160,1,0.0000,5071.2,265.000,187.000,3,1.0000
2990,0.016000,194.225,1.0000,1.0000,194.225,4684.5,6,6,0,1,9.6320,1,0.0000,5071.5,265.000,187.000,3,1.0000
2991,0.016000,194.236,1.0000,1.0000,194.236,4684.7,6,6,0,1,9.6480,1,0.0000,5071.8,265.000,187.000,3,1.0000
2992,0.016000,194.247,1.0000,1.0000,194.247,4684.9,6,6,0,1,9.6640,1,0.0000,5072.1,265.000,187.000,3,1.0000
2993,0.016000,194.259,1.0000,1.0000,194.259,4685.2,6,6,0,1,9.6800,1,0.0000,5072.4,265.000,187.000,3,1.0000
2994,0.016000,194.270,1.0000,1.0000,194.270,4685.4,6,6,0,1,9.6960,1,0.0000,5072.7,265.000,187.000,3,1.0000
2995,0.016000,194.282,1.0000,1.0000,194.282,4685.6,6,6,0,1,9.7120,1,0.0000,5073.0,265.000,187.000,3,1.0000
2996,0.016000,194.293,1.0000,1.0000,194.293,4685.9,6,6,0,1,9.7280,1,0.0000,5073.3,265.000,187.000,3,1.0000
2997,0.016000,194.304,1.0000,1.0000,194.304,4686.1,6,6,0,1,9.7440,1,0.0000,5073.6,265.000,187.000,3,1.0000
2998,0.016000,194.316,1.0000,1.0000,194.316,4686.3,6,6,0,1,9.7600,1,0.0000,5073.8,265.000,187.000,3,1.0000
2999,0.016000,194.327,1.0000,1.0000,194.327,4686.5,6,6,0,1,9.7760,1,0.0000,5074.1,265.000,187.000,3,1.0000
3000,0.016000,194.338,1.0000,1.0000,194.338,4686.8,6,6,0,1,9.7920,1,0.0000,5074.4,265.000,187.000,3,1.0000
3001,0.016000,194.350,1.0000,1.0000,194.350,4687.0,6,6,0,1,9.8080,1,0.0000,5074.7,265.000,187.000,3,1.0000
3002,0.016000,194.361,1.0000,1.0000,194.361,4687.2,6,6,0,1,9.8240,1,0.0000,5075.0,265.000,187.000,3,1.0000
3003,0.016000,194.372,1.0000,1.0000,194.372,4687.4,6,6,0,1,9.8400,1,0.0000,5075.3,265.000,187.000,3,1.0000
3004,0.016000,194.383,1.0000,1.0000,194.383,4687.7,6,6,0,1,9.8560,1,0.0000,5075.6,265.000,187.000,3,1.0000
3005,0.016000,194.395,1.0000,1.0000,194.395,4687.9,6,6,0,1,9.8720,1,0.0000,5075.9,265.000,187.000,3,1.0000
3006,0.016000,194.406,1.0000,1.0000,194.406,4688.1,6,6,0,1,9.8880,1,0.0000,5076.2,265.000,187.000,3,1.0000
3007,0.016000,194.417,1.0000,1.0000,194.417,4688.3,6,6,0,1,9.9040,1,0.0000,5076.5,265.000,187.000,3,1.0000
3008,0.016000,194.428,1.0000,1.0000,194.428,4688.6,6,6,0,1,9.9200,1,0.0000,5076.8,265.000,187.000,3,1.0000
3009,0.016000,194.440,1.0000,1.0000,194.440,4688.8,6,6,0,1,9.9360,1,0.0000,5077.1,265.000,187.000,3,1.0000
3010,0.016000,194.451,1.0000,1.0000,194.451,4689.0,6,6,0,1,9.9520,1,0.0000,5077.4,265.000,187.000,3,1.0000
3011,0.016000,194.462,1.0000,1.0000,194.462,4689.2,6,6,0,1,9.9680,1,0.0000,5077.7,265.000,187.000,3,1.0000
3012,0.016000,194.473,1.0000,1.0000,194.473,4689.5,6,6,0,1,9.9840,1,0.0000,5078.0,265.000,187.000,3,1.0000
3013,0.016000,194.484,1.0000,1.0000,194.484,4689.7,6,6,0,1,10.0000,1,0.0000,5078.2,265.000,187.000,3,1.0000
3014,0.016000,194.495,1.0000,1.0000,194.495,4689.9,6,6,0,1,10.0160,1,0.0000,5078.5,265.000,187.000,3,1.0000
3015,0.016000,194.506,1.0000,1.0000,194.506,4690.1,6,6,0,1,10.0320,1,0.0000,5078.8,265.000,187.000,3,1.0000
3016,0.016000,194.518,1.0000,1.0000,194.518,4690.4,6,6,0,1,10.0480,1,0.0000,5079.1,265.000,187.000,3,1.0000
3017,0.016000,194.529,1.0000,1.0000,194.529,4690.6,6,6,0,1,10.0640,1,0.0000,5079.4,265.000,187.000,3,1.0000
3018,0.016000,194.540,1.0000,1.0000,194.540,4690.8,6,6,0,1,10.0800,1,0.0000,5079.7,265.000,187.000,3,1.0000
3019,0.016000,194.551,1.0000,1.0000,194.551,4691.0,6,6,0,1,10.0960,1,0.0000,5080.0,265.000,187.000,3,1.0000
3020,0.016000,194.562,1.0000,1.0000,194.562,4691.2,6,6,0,1,10.1120,1,0.0000,5080.3,265.000,187.000,3,1.0000
3021,0.016000,194.573,1.0000,1.0000,194.573,4691.5,6,6,0,1,10.1280,1,0.0000,5080.6,265.000,187.000,3,1.0000
3022,0.016000,194.584,1.0000,1.0000,194.584,4691.7,6,6,0,1,10.1440,1,0.0000,5080.8,265.000,187.000,3,1.0000
3023,0.016000,194.595,1.0000,1.0000,194.595,4691.9,6,6,0,1,10.1600,1,0.0000,5081.1,265.000,187.000,3,1.0000
3024,0.016000,194.606,1.0000,1.0000,194.606,4692.1,6,6,0,1,10.1760,1,0.0000,5081.4,265.000,187.000,3,1.0000
3025,0.016000,194.617,1.0000,1.0000,194.617,4692.3,6,6,0,1,10.1920,1,0.0000,5081.7,265.000,187.000,3,1.0000
3026,0.016000,194.628,1.0000,1.0000,194.628,4692.6,6,6,0,1,10.2080,1,0.0000,5082.0,265.000,187.000,3,1.0000
3027,0.016000,194.639,1.0000,1.0000,194.639,4692.8,6,6,0,1,10.2240,1,0.0000,5082.3,265.000,187.000,3,1.0000
3028,0.016000,194.650,1.0000,1.0000,194.650,4693.0,6,6,0,1,10.2400,1,0.0000,5082.6,265.000,187.000,3,1.0000
3029,0.016000,194.661,1.0000,1.0000,194.661,4693.2,6,6,0,1,10.2560,1,0.0000,5082.9,265.000,187.000,3,1.0000
3030,0.016000,194.672,1.0000,1.0000,194.672,4693.4,6,6,0,1,10.2720,1,0.0000,5083.1,265.000,187.000,3,1.0000
3031,0.016000,194.683,1.0000,1.0000,194.683,4693.7,6,6,0,1,10.2880,1,0.0000,5083.4,265.000,187.000,3,1.0000
3032,0.016000,194.693,1.0000,1.0000,194.693,4693.9,6,6,0,1,10.3040,1,0.0000,5083.7,265.000,187.000,3,1.0000
3033,0.016000,194.704,1.0000,1.0000,194.704,4694.1,6,6,0,1,10.3200,1,0.0000,5084.0,265.000,187.000,3,1.0000
3034,0.016000,194.715,1.0000,1.0000,194.715,4694.3,6,6,0,1,10.3360,1,0.0000,5084.3,265.000,187.000,3,1.0000
3035,0.016000,194.726,1.0000,1.0000,194.726,4694.5,6,6,0,1,10.3520,1,0.0000,5084.6,265.000,187.000,3,1.0000
3036,0.016000,194.737,1.0000,1.0000,194.737,4694.7,6,6,0,1,10.3680,1,0.0000,5084.8,265.000,187.000,3,1.0000
3037,0.016000,194.748,1.0000,1.0000,194.748,4695.0,6,6,0,1,10.3840,1,0.0000,5085.1,265.000,187.000,3,1.0000
3038,0.016000,194.759,1.0000,1.0000,194.759,4695.2,6,6,0,1,10.4000,1,0.0000,5085.4,265.000,187.000,3,1.0000
3039,0.016000,194.769,1.0000,1.0000,194.769,4695.4,6,6,0,1,10.4160,1,0.0000,5085.7,265.000,187.000,3,1.0000
3040,0.016000,194.780,1.0000,1.0000,194.780,4695.6,6,6,0,1,10.4320,1,0.0000,5086.0,265.000,187.000,3,1.0000
3041,0.016000,194.791,1.0000,1.0000,194.791,4695.8,6,6,0,1,10.4480,1,0.0000,5086.3,265.000,187.000,3,1.0000
3042,0.016000,194.802,1.0000,1.0000,194.802,4696.0,6,6,0,1,10.4640,1,0.0000,5086.5,265.000,187.000,3,1.0000
3043,0.016000,194.813,1.0000,1.0000,194.813,4696.3,6,6,0,1,10.4800,1,0.0000,5086.8,265.000,187.000,3,1.0000
3044,0.016000,194.823,1.0000,1.0000,194.823,4696.5,6,6,0,1,10.4960,1,0.0000,5087.1,265.000,187.000,3,1.0000
3045,0.016000,194.834,1.0000,1.0000,194.834,4696.7,6,6,0,1,10.5120,1,0.0000,5087.4,265.000,187.000,3,1.0000
3046,0.016000,194.845,1.0000,1.0000,194.845,4696.9,6,6,0,1,10.5280,1,0.0000,5087.7,265.000,187.000,3,1.0000
3047,0.016000,194.855,1.0000,1.0000,194.855,4697.1,6,6,0,1,10.5440,1,0.0000,5087.9,265.000,187.000,3,1.0000
3048,0.016000,194.866,1.0000,1.0000,194.866,4697.3,6,6,0,1,10.5600,1,0.0000,5088.2,265.000,187.000,3,1.0000
3049,0.016000,194.877,1.0000,1.0000,194.877,4697.5,6,6,0,1,10.5760,1,0.0000,5088.5,265.000,187.000,3,1.0000
3050,0.016000,194.888,1.0000,1.0000,194.888,4697.8,6,6,0,1,10.5920,1,0.0000,5088.8,265.000,187.000,3,1.0000
3051,0.016000,194.898,1.0000,1.0000,194.898,4698.0,6,6,0,1,10.6080,1,0.0000,5089.1,265.000,187.000,3,1.0000
3052,0.016000,194.909,1.0000,1.0000,194.909,4698.2,6,6,0,1,10.6240,1,0.0000,5089.3,265.000,187.000,3,1.0000
3053,0.016000,194.919,1.0000,1.0000,194.919,4698.4,6,6,0,1,10.6400,1,0.0000,5089.6,265.000,187.000,3,1.0000
3054,0.016000,194.930,1.0000,1.0000,194.930,4698.6,6,6,0,1,10.6560,1,0.0000,5089.9,265.000,187.000,3,1.0000
3055,0.016000,194.941,1.0000,1.0000,194.941,4698.8,6,6,0,1,10.6720,1,0.0000,5090.2,265.000,187.000,3,1.0000
3056,0.016000,194.951,1.0000,1.0000,194.951,4699.0,6,6,0,1,10.6880,1,0.0000,5090.4,265.000,187.000,3,1.0000
3057,0.016000,194.962,1.0000,1.0000,194.962,4699.2,6,6,0,1,10.7040,1,0.0000,5090.7,265.000,187.000,3,1.0000
3058,0.016000,194.972,1.0000,1.0000,194.972,4699.4,6,6,0,1,10.7200,1,0.0000,5091.0,265.000,187.000,3,1.0000
3059,0.016000,194.983,1.0000,1.0000,194.983,4699.7,6,6,0,1,10.7360,1,0.0000,5091.3,265.000,187.000,3,1.0000
3060,0.016000,194.994,1.0000,1.0000,194.994,4699.9,6,6,0,1,10.7520,1,0.0000,5091.5,265.000,187.000,3,1.0000
3061,0.016000,195.004,1.0000,1.0000,195.004,4700.1,6,6,0,1,10.7680,1,0.0000,5091.8,265.000,187.000,3,1.0000
3062,0.016000,195.015,1.0000,1.0000,195.015,4700.3,6,6,0,1,10.7840,1,0.0000,5092.1,265.000,187.000,3,1.0000
3063,0.016000,195.025,1.0000,1.0000,195.025,4700.5,6,6,0,1,10.8000,1,0.0000,5092.4,265.000,187.000,3,1.0000
3064,0.016000,195.036,1.0000,1.0000,195.036,4700.7,6,6,0,1,10.8160,1,0.0000,5092.6,265.000,187.000,3,1.0000
3065,0.016000,195.046,1.0000,1.0000,195.046,4700.9,6,6,0,1,10.8320,1,0.0000,5092.9,265.000,187.000,3,1.0000
3066,0.016000,195.057,1.0000,1.0000,195.057,4701.1,6,6,0,1,10.8480,1,0.0000,5093.2,265.000,187.000,3,1.0000
3067,0.016000,195.067,1.0000,1.0000,195.067,4701.3,6,6,0,1,10.8640,1,0.0000,5093.5,265.000,187.000,3,1.0000
3068,0.016000,195.078,1.0000,1.0000,195.078,4701.6,6,6,0,1,10.8800,1,0.0000,5093.7,265.000,187.000,3,1.0000
3069,0.016000,195.088,1.0000,1.0000,195.088,4701.8,6,6,0,1,10.8960,1,0.0000,5094.0,265.000,187.000,3,1.0000
3070,0.016000,195.098,1.0000,1.0000,195.098,4702.0,6,6,0,1,10.9120,1,0.0000,5094.3,265.000,187.000,3,1.0000
3071,0.016000,195.109,1.0000,1.0000,195.109,4702.2,6,6,0,1,10.9280,1,0.0000,5094.6,265.000,187.000,3,1.0000
3072,0.016000,195.119,1.0000,1.0000,195.119,4702.4,6,6,0,1,10.9440,1,0.0000,5094.8,265.000,187.000,3,1.0000
3073,0.016000,195.130,1.0000,1.0000,195.130,4702.6,6,6,0,1,10.9600,1,0.0000,5095.1,265.000,187.000,3,1.0000
3074,0.016000,195.140,1.0000,1.0000,195.140,4702.8,6,6,0,1,10.9760,1,0.0000,5095.4,265.000,187.000,3,1.0000
3075,0.016000,195.150,1.0000,1.0000,195.150,4703.0,6,6,0,1,10.9920,1,0.0000,5095.6,265.000,187.000,3,1.0000
3076,0.016000,195.161,1.0000,1.0000,195.161,4703.2,6,6,0,1,11.0080,1,0.0000,5095.9,265.000,187.000,3,1.0000
3077,0.016000,195.171,1.0000,1.0000,195.171,4703.4,6,6,0,1,11.0240,1,0.0000,5096.2,265.000,187.000,3,1.0000
3078,0.016000,195.181,1.0000,1.0000,195.181,4703.6,6,6,0,1,11.0400,1,0.0000,5096.5,265.000,187.000,3,1.0000
3079,0.016000,195.192,1.0000,1.0000,195.192,4703.8,6,6,0,1,11.0560,1,0.0000,5096.7,265.000,187.000,3,1.0000
3080,0.016000,195.202,1.0000,1.0000,195.202,4704.0,6,6,0,1,11.0720,1,0.0000,5097.0,265.000,187.000,3,1.0000
3081,0.016000,195.212,1.0000,1.0000,195.212,4704.2,6,6,0,1,11.0880,1,0.0000,5097.3,265.000,187.000,3,1.0000
3082,0.016000,195.223,1.0000,1.0000,195.223,4704.5,6,6,0,1,11.1040,1,0.0000,5097.5,265.000,187.000,3,1.0000
3083,0.016000,195.233,1.0000,1.0000,195.233,4704.7,6,6,0,1,11.1200,1,0.0000,5097.8,265.000,187.000,3,1.0000
3084,0.016000,195.243,1.0000,1.0000,195.243,4704.9,6,6,0,1,11.1360,1,0.0000,5098.1,265.000,187.000,3,1.0000
3085,0.016000,195.253,1.0000,1.0000,195.253,4705.1,6,6,0,1,11.1520,1,0.0000,5098.3,265.000,187.000,3,1.0000
3086,0.016000,195.264,1.0000,1.0000,195.264,4705.3,6,6,0,1,11.1680,1,0.0000,5098.6,265.000,187.000,3,1.0000
3087,0.016000,195.274,1.0000,1.0000,195.274,4705.5,6,6,0,1,11.1840,1,0.0000,5098.9,265.000,187.000,3,1.0000
3088,0.016000,195.284,1.0000,1.0000,195.284,4705.7,6,6,0,1,11.2000,1,0.0000,5099.1,265.000,187.000,3,1.0000
3089,0.016000,195.294,1.0000,1.0000,195.294,4705.9,6,6,0,1,11.2160,1,0.0000,5099.4,265.000,187.000,3,1.0000
3090,0.016000,195.305,1.0000,1.0000,195.305,4706.1,6,6,0,1,11.2320,1,0.0000,5099.7,265.000,187.000,3,1.0000
3091,0.016000,195.315,1.0000,1.0000,195.315,4706.3,6,6,0,1,11.2480,1,0.0000,5099.9,265.000,187.000,3,1.0000
3092,0.016000,195.325,1.0000,1.0000,195.325,4706.5,6,6,0,1,11.2640,1,0.0000,5100.2,265.000,187.000,3,1.0000
3093,0.016000,195.335,1.0000,1.0000,195.335,4706.7,6,6,0,1,11.2800,1,0.0000,5100.5,265.000,187.000,3,1.0000
3094,0.016000,195.345,1.0000,1.0000,195.345,4706.9,6,6,0,1,11.2960,1,0.0000,5100.7,265.000,187.000,3,1.0000
3095,0.016000,195.355,1.0000,1.0000,195.355,4707.1,6,6,0,1,11.3120,1,0.0000,5101.0,265.000,187.000,3,1.0000
3096,0.016000,195.365,1.0000,1.0000,195.365,4707.3,6,6,0,1,11.3280,1,0.0000,5101.3,265.000,187.000,3,1.0000
3097,0.016000,195.376,1.0000,1.0000,195.376,4707.5,6,6,0,1,11.3440,1,0.0000,5101.5,265.000,187.000,3,1.0000
3098,0.016000,195.386,1.0000,1.0000,195.386,4707.7,6,6,0,1,11.3600,1,0.0000,5101.8,265.000,187.000,3,1.0000
3099,0.016000,195.396,1.0000,1.0000,195.396,4707.9,6,6,0,1,11.3760,1,0.0000,5102.0,265.000,187.000,3,1.0000
3100,0.016000,195.406,1.0000,1.0000,195.406,4708.1,6,6,0,1,11.3920,1,0.0000,5102.3,265.000,187.000,3,1.0000
3101,0.016000,195.416,1.0000,1.0000,195.416,4708.3,6,6,0,1,11.4080,1,0.0000,5102.6,265.000,187.000,3,1.0000
3102,0.016000,195.426,1.0000,1.0000,195.426,4708.5,6,6,0,1,11.4240,1,0.0000,5102.8,265.000,187.000,3,1.0000
3103,0.016000,195.436,1.0000,1.0000,195.436,4708.7,6,6,0,1,11.4400,1,0.0000,5103.1,265.000,187.000,3,1.0000
3104,0.016000,195.446,1.0000,1.0000,195.446,4708.9,6,6,0,1,11.4560,1,0.0000,5103.4,265.000,187.000,3,1.0000
3105,0.016000,195.456,1.0000,1.0000,195.456,4709.1,6,6,0,1,11.4720,1,0.0000,5103.6,265.000,187.000,3,1.0000
3106,0.016000,195.466,1.0000,1.0000,195.466,4709.3,6,6,0,1,11.4880,1,0.0000,5103.9,265.000,187.000,3,1.0000
3107,0.016000,195.476,1.0000,1.0000,195.476,4709.5,6,6,0,1,11.5040,1,0.0000,5104.1,265.000,187.000,3,1.0000
3108,0.016000,195.486,1.0000,1.0000,195.486,4709.7,6,6,0,1,11.5200,1,0.0000,5104.4,265.000,187.000,3,1.0000
3109,0.016000,195.496,1.0000,1.0000,195.496,4709.9,6,6,0,1,11.5360,1,0.0000,5104.7,265.000,187.000,3,1.0000
3110,0.016000,195.506,1.0000,1.0000,195.506,4710.1,6,6,0,1,11.5520,1,0.0000,5104.9,265.000,187.000,3,1.0000
3111,0.016000,195.516,1.0000,1.0000,195.516,4710.3,6,6,0,1,11.5680,1,0.0000,5105.2,265.000,187.000,3,1.0000
3112,0.016000,195.526,1.0000,1.0000,195.526,4710.5,6,6,0,1,11.5840,1,0.0000,5105.4,265.000,187.000,3,1.0000
3113,0.016000,195.536,1.0000,1.0000,195.536,4710.7,6,6,0,1,11.6000,1,0.0000,5105.7,265.000,187.000,3,1.0000
3114,0.016000,195.546,1.0000,1.0000,195.546,4710.9,6,6,0,1,11.6160,1,0.0000,5106.0,265.000,187.000,3,1.0000
3115,0.016000,195.556,1.0000,1.0000,195.556,4711.1,6,6,0,1,11.6320,1,0.0000,5106.2,265.000,187.000,3,1.0000
3116,0.016000,195.565,1.0000,1.0000,195.565,4711.3,6,6,0,1,11.6480,1,0.0000,5106.5,265.000,187.000,3,1.0000
3117,0.016000,195.575,1.0000,1.0000,195.575,4711.5,6,6,0,1,11.6640,1,0.0000,5106.7,265.000,187.000,3,1.0000
